X,Y,Z,neighborho,street,HouseNumbe,Name,OtherName,Id
34.811281994000105,31.2767738090001,0,רמות,הר תבור,6.0,בית כנסת רמות הר חברון,,3320
34.8074885550001,31.2772349200001,0,רמות,הר רמון,74.0,בית כנסת רמות אור- בנוי,רמות אור,3321
34.802712377,31.2757423080001,0,רמות,גבריאל,10.0,זוהר הרקיע  מקלט,,3322
34.805368964,31.2731233440001,0,רמות,ילין,36.0,בית כנסת רמות אל- בנוי,,3323
34.8051059,31.2739187060001,0,רמות,זרחין,5.0,"מרכז תורני רוחני ""אמרי יוסף""",,3324
34.800875743000105,31.275307007,0,רמות,אביגד,5.0,בית כנסת רינת מרים- שכ' רמות,רינת מרים,3325
34.806501376,31.2744755530001,0,רמות,גינצבורג,15.0,מקלט,אפיקי תימן,3326
34.8073970200001,31.2731761040001,0,רמות,דה שליט,40.0,בית כנסת תפילת חנה,תפילת חנה,3327
34.800183716999996,31.2793603260001,0,רמות,פריבס,4.0,"בית כנסת ""מרום אל""",מרום אל,3328
34.800435641,31.279521537000104,0,רמות,פריבס,4.0,"בית כנסת ""רמות שלמה""",רמות שלמה,3329
34.8047982200001,31.2842506,0,רמות,הנגבי,6.0,בית כנסת קול רינה וישועה,,3330
34.816345509,31.272768339000002,0,רמות,זמיר,74.0,בית כנסת שערי אדגר,רמות בנימין יהודה,3331
34.8159871450001,31.2747715130001,0,רמות,המרד,77.0,"מרכז תורני ""ברית שלום""-שכ' רמות",,3332
34.8241731200001,31.275733889,0,רמות,אמיר,30.0,בית כנסת אור יהל,,3333
34.825344894000104,31.272832426999997,0,רמות,נטר,4.0,בית כנסת חיבת רחל,,3334
34.8102986490001,31.267364158000102,0,רמות,מרש,18.0,בית כנסת רמות שלום,רמות השלום,3335
34.7972349250001,31.2836456910001,0,רמות,שושנה,1.0,בית כנסת- אח ורע,,3336
34.7946545560001,31.249349431,0,א,שפירא,9.0,"בית חב""ד","בית חב""ד המרכזי",3337
34.795998975,31.248898803000003,0,א,מונטיפיורי,7.0,מקלט,,3338
34.794678067000106,31.2487066740001,0,א,שפירא,6.0,,,3339
34.7964882250001,31.248758566,0,א,מונטיפיורי,5.0,,הכוכב,3340
34.795846769,31.2486739240001,0,א,שבזי,5.0,,האבות,3341
34.796020368,31.248569872000104,0,א,שבזי,7.0,,תימני,3342
34.797098131,31.2484132430001,0,א,שבזי,17.0,ישיבת נתיב השבים- שכ' א',נתיב השבים,3343
34.7962005140001,31.248474174000002,0,א,שבזי,9.0,בית כנסת עולי לוב,עולי לוב,3344
34.79634071,31.2484348250001,0,א,שבזי,11.0,,שבזי,3345
34.7965084730001,31.248332497,0,א,שבזי,13.0,,עולי פרס,3346
34.794054015,31.2463842650001,0,א,בר אילן,4.0,,אליהו הנביא,3347
34.793937768,31.2461142710001,0,א,בר אילן,6.0,,בר יוסף,3348
34.792873869000104,31.247254716,0,א,מנדלי מוכר ספרים,9.0,"בית כנסת ""בית ישראל""",בית ישראל,3349
34.7900966870001,31.246473624,0,א,סוקולוב,15.0,בית כנסת בן ציון  (מקווה),,3350
34.7890731210001,31.251679325999998,0,א,תל חי,16.0,,,3351
34.788464063,31.2509939400001,0,א,בזל,51.0,,בית אברהם,3352
34.784890746,31.247992382000103,0,א,הכותל המערבי,41.0,בית כנסת שבטי ישראל,,3353
34.7873553950001,31.249363784,0,א,בזל,28.0,מקלט,,3354
34.7875847450001,31.247842318000004,0,א,הכותל המערבי,10.0,מקלט,שערי בנימין,3355
34.7855400510001,31.249929700000003,0,א,ורבורג,7.0,,ישורון,3356
34.7854053020001,31.2495523700001,0,א,ורבורג,7.0,,בית תפארת משה,3357
34.7904480500001,31.251605776000098,0,א,תל חי,6.0,,מאה ואחד,3358
34.7915686650001,31.248931337,0,א,קפלן,6.0,,סטרומה,3359
34.76211061,31.247058279,0,ט,אגרנט,2.0,בית כנסת שערי ניסים,,3360
34.760665562,31.2524486040001,0,ט,הגאונים,17.0,בית כנסת- בית יוסף,,3361
34.7651641320001,31.246653254,0,ט,שומרון,58.0,בית שלמה- בנוי,בית שלמה,3362
34.764882607000104,31.24590798,0,ט,גורן,59.0,בית כנסת,,3363
34.767476847000104,31.251785689000002,0,ט,עכו,63.0,בית כנסת תפארת וקדושה,בית יאיר מזוז,3364
34.7772219980001,31.246653914,0,ט,ירושלים,38.0,בית כנסת מולדת,,3365
34.771590754,31.247835143000003,0,ט,ירושלים,72.0,בית כנסת אשל אברהם - וגן ילדים,,3366
34.773029572,31.2468709550001,0,ט,ירושלים,68.0,בית כנסת עוז ותעצומת,,3367
34.77642975,31.244769214,0,ט,ירושלים,37.0,בית כנסת אריאל,אריאל,3368
34.7823262200001,31.245585798,0,ט,ירושלים,2.0,,נאות ספיר,3369
34.778124801,31.249673107,0,ה,חרדון,19.0,בית כנסת על עדתי,על עדתי הכיפה,3370
34.774221567,31.254378792000104,0,ה,טבנקין,13.0,בית כנסת מעיין,נחלת יוסף ומרים,3371
34.773286715,31.252207300000002,0,ה,הגלבוע,1.0,,,3372
34.777553879,31.255688008000003,0,ה,סטרומה,41.0,מקווה טהרה,,3373
34.7793628640001,31.255272354000102,0,ה,העליה,47.0,,תורה וחיים,3374
34.778209587,31.253803464,0,ה,סטרומה,23.0,בית כנסת מגן חסידים,מגן חסידים,3375
34.7822820270001,31.253698237,0,ה,העליה,22.0,בית כנסת חיים שלום,,3376
34.7813355660001,31.253529032000102,0,ה,קפריסין,3.0,"בי""כ לעדה האשכנזית",יגל יעקב ישמח ישראל,3377
34.7818032860001,31.252571127000103,0,ה,שאר ישוב,4.0,,,3378
34.782150105,31.252527677,0,ה,שאר ישוב,5.0,,,3379
34.78303062,31.253507523000103,0,ה,יציאת ארופה,5.0,,ר' שמעון בר יוחאי,3380
34.7867817280001,31.2600337390001,0,ו,מבצע נחשון,46.0,,לב מלכים,3381
34.7745482560001,31.260424312000104,0,ו,מבצע עובדה,45.0,בית כנסת אוהל יעקב,,3382
34.776893488,31.2596783490001,0,ו,מבצע עובדה,31.0,בית כנסת לעולי גרוזיה,,3383
34.776729699,31.259367464,0,ו,מבצע עובדה,25.0,,המרכזי מצדה,3384
34.77493474,31.2692802080001,0,ו,חשין,13.0,,אורות הזוהר,3385
34.773734189,31.266330156,0,ו,ברלב,8.0,בית כנסת לעולים חדשים,,3386
34.7765145870001,31.265901318,0,ו,"ח""ן",19.0,"בי""כ תורה וחסד- שכ' ו'",,3387
34.772715163,31.261617255,0,ו,בוגלה,10.0,,,3388
34.773619984,31.2616784750001,0,ו,מבצע עובדה,53.0,"בית מדרש לעולי אתיופיה ""ראו בנים""",,3389
34.770138844,31.265848296000097,0,ו,שטיין,24.0,מקלט,,3390
34.784001358000104,31.262555058,0,ו,יהואש,28.0,בית כנסת  נתיבות שלום- שכ 'ו',נתיבות השלום,3391
34.777792813000104,31.260424236000098,0,ו,אבנר,6.0,בית כנסת שלום הגליל,קווקזי,3392
34.7775710180001,31.2604437950001,0,ו,אבנר,6.0,בית כנסת לעדה הקווקזית,עולי גרוזיה,3393
34.777808818000004,31.268237777,0,ו,"אג""ן",4.0,,,3394
34.776779102,31.266719393000102,0,ו,"ח""ן",2.0,,שערי ניסים,3395
34.776711352000106,31.2663623400001,0,ו,"ח""ן",2.0,בית כנסת אוהל מועד,,3396
34.7799976650001,31.26571069,0,ו,דורי,29.0,,בית אליהו,3397
34.7837741920001,31.2664059950001,0,ו,מבצע ברוש,4.0,בית כנסת תפארת ישראל,תפארת ישראל,3398
34.7840669550001,31.266234342000104,0,ו,מקלף,7.0,בית כנסת מגרשים,,3399
34.7788857780001,31.2676264930001,0,ו,טולדנו,3.0,"בית כנסת, מרכז תורני בית יוסף",,3400
34.781461483,31.267492656000098,0,ו,הרב פרנק,9.0,בית כנסת איש תם-שכ' ו',תפילת אבות,3401
34.784269055,31.268156269000002,0,ו,דורי,2.0,,בית יונה בית אבות,3402
34.768525761,31.253696161999997,0,יא,"החיד""א",55.0,בית כנסת שבט אחים,שבת אחים,3403
34.760928376,31.2563584110001,0,יא,זלמן ארן,20.0,"בית כנסת עמותת רש""ל- בנוי",,3404
34.7737043830001,31.259222116999997,0,יא,"הרא""ש",9.0,שמש,,3405
34.770765786,31.258605071999998,0,יא,"רמ""א",133.0,בית כנסת  חסד ליעקב,חסד ליעקב,3406
34.7729289270001,31.259127212000102,0,יא,"הרא""ש",8.0,,בית אבות,3407
34.7693376550001,31.257357158,0,יא,"השל""ה",16.0,"בית כנסת חב""ד",,3408
34.770340382,31.255296502000103,0,יא,עוזיאל,26.0,,בית אהרון,3409
34.7643169340001,31.257798361,0,יא,יערי,52.0,,תהילה לדוד,3410
34.769609605,31.262964480999997,0,יא,מויאל,4.0,ישיבה בארות יצחק,,3411
34.7643115560001,31.259082253000003,0,יא,ציזלינג,1.0,"בית כנסת ""מרדכי היהודי""- שכ' יא'",,3412
34.7709525700001,31.260346657000103,0,יא,חזני,2.0,,בית מרדכי,3413
34.767285799,31.260456683,0,יא,הרצוג,38.0,בית כנסת אורח חיים,אורח חיים,3414
34.7675611650001,31.259111868,0,יא,נמיר,3.0,ביכ מועצת הכהנים של יהודי אתיופיה,,3415
34.7678228560001,31.262618912000104,0,יא,רוקח,30.0,,שבטי ישראל,3416
34.7616618440001,31.255246452000105,0,יא,שיטרית,63.0,בית כנסת כסא מצליח,כסא מצליח,3417
34.7648956350001,31.254602093000102,0,יא,פנקס,3.0,בית כנסת שבטי ישראל + מקווה,,3418
34.820473264,31.2250173210001,0,עמק שרה,ירדן,37.0,,חוצות להב בתוך הסופר,3419
34.8012141790001,31.2475952190001,0,מרכז אזרחי,סולד,4.0,,מלון לאונרדו,3420
34.7997712710001,31.245412866,0,מרכז אזרחי,התקוה,4.0,,קרית הממשלה,3421
34.801681312,31.2468879570001,0,מרכז אזרחי,קרויצר,4.0,,בית היאס אוניברסיטה,3422
34.7806156720001,31.25785037,0,ב,מצדה,95.0,,"כנסת ישראל -בי""ס אמי''ת",3423
34.781597499,31.2574567460001,0,ב,בני אור,43.0,בית כנסת בית בנימין,בית בנימין,3424
34.789823299,31.257160486,0,ב,סעדיה גאון,12.0,,נצח ישראל,3425
34.7900850610001,31.2540270010001,0,ב,הוברמן,24.0,מקלט,,3426
34.790489181999995,31.254135423,0,ב,הוברמן,24.0,בית כנסת ומקווה קול יהודה,,3427
34.7902031310001,31.2542110790001,0,ב,הוברמן,24.0,בית כנסת תורה וחיים,תורה וחיים,3428
34.789310764,31.2535384600001,0,ב,שטרוק,5.0,,אהל יעקב,3429
34.785555635,31.258121009,0,ב,בני אור,19.0,"ביה""כ היכל קדושי ישראל",היכל קדושי ישראל,3430
34.7882496180001,31.2580696,0,ב,בני אור,1.0,יסודות,יסודות מאיר,3431
34.795901128000004,31.2575317810001,0,ב,אבן גבירול,11.0,,סיני,3432
34.793486232000106,31.25618481,0,ב,אסף הרופא,9.0,בית כנסת בית אל,בית אל,3433
34.791395838,31.256487558000103,0,ב,"רמח""ל",8.0,מקלט,,3434
34.793907173,31.256567933000003,0,ב,דובנוב,9.0,מקלט,,3435
34.7946166150001,31.256621891000098,0,ב,טשרנחובסקי,7.0,,ישראל הצעיר,3436
34.7949314270001,31.257137356999998,0,ב,גרץ,7.0,,כולל בית יצחק,3437
34.809606611,31.249324444000003,0,ג,ז'בוטינסקי,28.0,,צעירי חזון עובדיה,3438
34.807178751,31.2477618300001,0,ג,ז'בוטינסקי,2.0,מקלט,,3439
34.81000765,31.252477342000102,0,ג,חיבת ציון,14.0,בית כנסת אהבת ישראל,אהבת ישראל,3440
34.8116528800001,31.2540603460001,0,ג,הנדיב,13.0,בית שמואל,בית שמואל,3441
34.811498523000104,31.253123111,0,ג,חיבת ציון,38.0,בית כנסת שבת אחים,שבת אחים,3442
34.81146289,31.252913956999997,0,ג,חיבת ציון,36.0,מקלט,,3443
34.810889917000104,31.2546249650001,0,ג,קלישר,38.0,,בית יעקב,3444
34.810808745,31.2543670260001,0,ג,קלישר,42.0,,אהל אברהם,3445
34.8071438380001,31.2555573290001,0,ג,גוש עציון,33.0,,,3446
34.8078153700001,31.255647433000004,0,ג,גוש עציון,22.0,מקלט,הגשר לגם,3447
34.8068513640001,31.2552436500001,0,ג,וינגייט,31.0,,מגן דוד לעולי בבל,3448
34.8095251010001,31.253666207,0,ג,השלום,83.0,מקלט - בית כנסת אהבת חסד,אהבת חסד,3449
34.8077743800001,31.2534233740001,0,ג,גוש עציון,13.0,,חזון עובדיה בתוך בי''ס,3450
34.8082668060001,31.2585100850001,0,ג,גוש עציון,44.0,,תורת משה,3451
34.806643405,31.2563278210001,0,ג,וינגייט,34.0,בית כנסת,שער שמיים,3452
34.802675424,31.252160158000002,0,ג,השלום,20.0,,,3453
34.804101503000005,31.2515224650001,0,ג,הלפרין,4.0,,בית אל,3454
34.805139436,31.250194783,0,ג,"הכ""ג",18.0,מקלט,,3455
34.8048011650001,31.2505873320001,0,ג,בסקין,8.0,,,3456
34.8032903770001,31.250446334000102,0,ג,"הכ""ג",4.0,"בית כנסת ""בית אל""",בית אל,3457
34.802449546999995,31.249679109000102,0,ג,יד ושם,29.0,,רבי יהושע ללום,3458
34.804145653,31.254547936999998,0,ג,וינגייט,41.0,,לזכר חללי צהל,3459
34.8027645660001,31.254455400999998,0,ג,גולומב,20.0,,בית חי,3460
34.8037286900001,31.254239156,0,ג,חומה ומגדל,13.0,,עץ חיים,3461
34.807347339,31.2525348350001,0,ג,ארלוזורוב,3.0,,ויקהל משה,3462
34.8032334820001,31.2554309490001,0,ג,גולומב,41.0,,,3463
34.809872242,31.2591998830001,0,ג,"ניל""י",3.0,,,3464
34.810570072000104,31.257839243000003,0,ג,רזיאל,4.0,"בית כנסת ""אור שלום""",אור שלום,3465
34.8103547210001,31.257158452000102,0,ג,חנה סנש,12.0,בית כנסת זכור לאברהם,,3466
34.7998797320001,31.258603018000002,0,ג,דוד בן גוריון,2.0,,בית חולים סורוקה,3467
34.800833642,31.2550304860001,0,ג,וינגייט,65.0,,מקיף ב,3468
34.758992176,31.266750345,0,נווה מנחם,לישנסקי,11.0,בית כנסת יקירי באר-שבע,,3469
34.7644633370001,31.268169978000103,0,נווה מנחם,אסתר המלכה,1.0,מקלט,,3470
34.7648728460001,31.269377084000002,0,נווה מנחם,נעמי,2.0,מקלט,רינת רחל,3471
34.767408612000104,31.2708003160001,0,נווה מנחם,אנדה עמיר,15.0,בית כנסת חסידי רבי דוד ומשה,,3472
34.7577812150001,31.265713315,0,נווה מנחם,ברוד,13.0,מקלט,אהבת חנה,3473
34.7618868340001,31.2664312270001,0,נווה מנחם,אהרונסון,10.0,בית כנסת בית אל לעולי הודו,בית אל עולי הודו,3474
34.7618868340001,31.2664312270001,0,נווה מנחם,אהרונסון,10.0,מקווה- פנוי,בית אל עולי הודו,3475
34.7643799360001,31.2645033750001,0,נווה מנחם,אלרואי,1.0,מקלט,יוסף חיים,3476
34.7591350770001,31.260746902000104,0,נווה מנחם,שיבא,4.0,בית כנסת  חוני המעגל - בנוי,חוני המעגל,3477
34.7709577190001,31.269875347,0,נווה מנחם,אבידוב,9.0,מקלט,חסדי דוד ומשה הנאמני,3478
34.767547478000004,31.271228369,0,נווה מנחם,רודנסקי,128.0,מקלט,,3479
34.7884824710001,31.270278968000103,0,ד,סנהדרין,130.0,עמודים,שערי רחמים,3480
34.7958097710001,31.2721723450001,0,ד,אבטליון,28.0,,,3481
34.796104443000004,31.272084685,0,ד,אבטליון,28.0,,תקומת ישראל,3482
34.794395814,31.2718464650001,0,ד,גבאי,14.0,,עולי בוכרה,3483
34.795817037000106,31.271906905999998,0,ד,גבאי,1.0,בית כנסת ברית שלום,ברית שלום,3484
34.794743968,31.271597355999997,0,ד,גבאי,15.0,בית כנסת אהל משה,אהל משה ומצליח בידו,3485
34.7933914130001,31.271097683000104,0,ד,גבאי,33.0,,"חללי צה""ל",3486
34.795585896,31.269535381,0,ד,המכתשים,40.0,,תפארת ישראל,3487
34.796596494,31.268694728000103,0,ד,סוכות,8.0,,אור מאיר חי,3488
34.793673734,31.2685141,0,ד,אברהם אבינו,48.0,,שערי רחמים,3489
34.7968261820001,31.268619905,0,ד,כיכר רחבים,2.0,"בית כנסת ""מרדכי הצדיק""",מרדכי הצדיק,3490
34.7968104340001,31.2683791260001,0,ד,כיכר רחבים,2.0,מקלט,עזרא הסופר,3491
34.7946906270001,31.268295386,0,ד,המכתשים,1.0,דליה- גן ילדים לשעבר,אור אבנר,3492
34.7941909130001,31.267515814,0,ד,פארן,7.0,,הרב דוד כהן הספרדי,3493
34.7943936080001,31.2672671350001,0,ד,פארן,10.0,,מגן דוד,3494
34.7955793670001,31.2671897450001,0,ד,יוטבתה,3.0,,,3495
34.79381614,31.267165064,0,ד,אברהם אבינו,40.0,,,3496
34.794268908,31.266995597000104,0,ד,פארן,10.0,,אהבת ישראל,3497
34.796660798000104,31.266428194000103,0,ד,הנבטים,8.0,,הדיגת,3498
34.7952125960001,31.2663874140001,0,ד,הורקנוס,39.0,,בית יוסף,3499
34.796173895,31.2653440340001,0,ד,הנבטים,2.0,,מנחת יעקב,3500
34.793965518,31.265398871000098,0,ד,אברהם אבינו,28.0,,,3501
34.794505971,31.2653847600001,0,ד,הורקנוס,17.0,,ברכת כוהנים,3502
34.794622111,31.2653912490001,0,ד,הורקנוס,21.0,,"ע""ש רבי חי טייב",3503
34.7986181410001,31.268893188000003,0,ד,רינגנבלום,53.0,,מחזיקי הדת,3504
34.798796462,31.2681665590001,0,ד,רגר,140.0,היכלי שלמה,היכל שלמה,3505
34.790812548000105,31.271053567,0,ד,סנהדרין,80.0,בית כנסת בית יצחק- שכונה ד',שערי שלום,3506
34.792768767,31.2707675840001,0,ד,שפרינצק,13.0,בית כנסת ד' צפון,זכור לאברהם,3507
34.79294107,31.269205939000102,0,ד,הקנאים,32.0,מקלט,,3508
34.789272678,31.2686866710001,0,ד,"רש""י",118.0,,עוסקי תורה,3509
34.788905706,31.268666991,0,ד,"רש""י",11.0,,אהבת שלום,3510
34.791894246,31.267722927000104,0,ד,האיסיים,20.0,,מלאך רפאל,3511
34.7926282710001,31.2667173560001,0,ד,אליהו הנביא,21.0,ציפורן,,3512
34.792290298000104,31.266603853000003,0,ד,אליהו הנביא,19.0,בית כנסת רבי אליעזר- שכ' ד',רבי אלעזר,3513
34.79188049,31.264569911,0,ד,דוד המלך,8.0,,,3514
34.790523512,31.262432614,0,ד,אלעזר בן יאיר,31.0,מקלט,,3515
34.790660571,31.261922997000102,0,ד,רבי עקיבא,74.0,בית כנסת,,3516
34.791532298,31.261401707000104,0,ד,בר גיורא,18.0,,,3517
34.7930866080001,31.2608944470001,0,ד,בר גיורא,9.0,חרצית,אלי כהן,3518
34.793356169,31.259858519,0,ד,רבי טרפון,6.0,,שבט אחים,3519
34.792991704,31.2593810660001,0,ד,רבי עקיבא,20.0,,מעיינות,3520
34.7926550490001,31.2590828890001,0,ד,רבי עקיבא,13.0,,משה שלום,3521
34.7853327610001,31.270656473000003,0,ד,אבן עזרא,32.0,,מעיין חיים - גרוזיה,3522
34.785365766,31.2695888210001,0,ד,התלמוד,62.0,,אחדות ישראל,3523
34.785888544,31.268719826000098,0,ד,סנהדרין,164.0,,יד לאחים,3524
34.801213804,31.266644571,0,ד,בן מתתיהו,2.0,,בית אליהו,3525
34.802995997,31.265858554,0,ד,שמחה אסף,33.0,,אביר יעקב,3526
34.795114809,31.2646810250001,0,ד,רוסי,5.0,מקלט,,3527
34.795316115,31.264730374000102,0,ד,הורקנוס,16.0,,,3528
34.795640012,31.264236098,0,ד,רוסי,2.0,,הישועה,3529
34.7963131240001,31.2638618760001,0,ד,אלכסנדר ינאי,16.0,,,3530
34.794832034,31.2639169710001,0,ד,אלכסנדר ינאי,22.0,,,3531
34.7944890050001,31.262922455,0,ד,אברהם אבינו,4.0,בית כנסת אברהם אבינו- בנוי,קדושי אושביץ,3532
34.795096416999996,31.262191355,0,ד,יעקב אבינו,14.0,,אהבת תורה,3533
34.7965872190001,31.2604871560001,0,ד,שלמה המלך,10.0,מקלט,,3534
34.79571908,31.261209302000104,0,ד,הקניזי,11.0,,אהבה ואחווה,3535
34.795338615,31.2611714060001,0,ד,יצחק אבינו,5.0,מקלט,,3536
34.799978497,31.270920406000098,0,ד,שיפר,14.0,,בית יעקב,3537
34.786061999,31.272770730999998,0,ד,מרכז קליטה,0.0,,,3538
34.786271539,31.273178878000103,0,ד,מרכז קליטה,0.0,,,3539
34.7858783510001,31.2727616540001,0,ד,מרכז קליטה,0.0,,,3540
34.783964751999996,31.272683396999998,0,ד,מרכז קליטה,0.0,,בית חולים פסיכיאטרי,3541
34.771488758000004,31.2305508060001,0,נווה זאב,בז,26.0,בית כנסת+ בית מדרש מקדש מלך-נווה זאב,,3542
34.768204414,31.236985409000102,0,נווה זאב,גרוסמן,22.0,בית כנסת מג' 302,,3543
34.770330001,31.2371614850001,0,נווה זאב,ניב,2.0,בית כנסת ציון ויהודה,מנחת יהודה,3544
34.779977565,31.2383190950001,0,נווה זאב,קיפניס,1.0,בית כנסת בני שלמה,בני שלמה,3545
34.775418327000104,31.241990215999998,0,נווה זאב,אשבל,17.0,בית כנסת מנחם ציון-ניצן חלק,,3546
34.7760966750001,31.2394152050001,0,נווה זאב,אביגדור המאירי,10.0,בית כנסת חסיתי בך,,3547
34.764555945,31.238603377000103,0,נווה זאב,מקור חיים,3.0,בית כנסת- פנוי- שכ' נווה זאב,,3548
34.7625892670001,31.238525613,0,נווה זאב,סוד השבועה,2.0,,חסד לאברהם,3549
34.763104797,31.235406997,0,נווה זאב,התורה הגואלת,3.0,בית כנסת נאות אברהם,,3550
34.7755384660001,31.2214995310001,0,נחל בקע,חזמה,13.0,מקלט,,3551
34.7809155460001,31.2245743190001,0,נחל בקע,צביה ויצחק,45.0,מקלט,,3552
34.79337186,31.232315777000103,0,נווה נוי,שיזף,2.0,,בית אברהם,3553
34.793406739,31.231989975,0,נווה נוי,שיזף,1.0,,מועצה דתית,3554
34.7935958240001,31.231427454000002,0,נווה נוי,יסמין,11.0,בית כנסת לעולי איראן,,3555
34.785869124,31.229867836999997,0,נווה נוי,אטד,56.0,בית כנסת שבת אחים- נווה נוי,שבת אחים,3556
34.785035185,31.2308832840001,0,נווה נוי,אפרסמון,11.0,בית כנסת-מרדכי היהודי-נוה נוי,,3557
34.7928374210001,31.2401658900001,0,עיר עתיקה,יאיר,10.0,,בית יוסף,3558
34.790820624,31.242034482000104,0,עיר עתיקה,גרשון,37.0,,,3559
34.786198934,31.239806364000103,0,עיר עתיקה,האבות,59.0,,מעיין,3560
34.7855644580001,31.2408410850001,0,עיר עתיקה,האבות,78.0,,,3561
34.7856197990001,31.240899691,0,עיר עתיקה,האבות,78.0,,,3562
34.7854106030001,31.240863646999998,0,עיר עתיקה,האבות,80.0,,,3563
34.7888433090001,31.2397255010001,0,עיר עתיקה,ההסתדרות,37.0,,הפועל המזרחי,3564
34.7925714200001,31.242112818000102,0,עיר עתיקה,החלוץ,130.0,,לגריבה,3565
34.787068743000106,31.236375374,0,עיר עתיקה,החלוץ,8.0,,,3566
34.7901431400001,31.2423073950001,0,עיר עתיקה,גרשון,43.0,,,3567
34.78546741,31.2405213010001,0,עיר עתיקה,האבות,69.0,,,3568
34.785712726999996,31.240340686,0,עיר עתיקה,האבות,67.0,,אורח חיים,3569
34.7911949350001,31.240071534000002,0,עיר עתיקה,הדסה,37.0,,סוכת שלום,3570
34.7853459460001,31.239722702000105,0,עיר עתיקה,נגבה,23.0,,,3571
34.787446742,31.237330752,0,עיר עתיקה,סמילנסקי,27.0,,עולי תורכיה,3572
34.781535235,31.237029931000098,0,עיר עתיקה,לוי,1.0,,,3573
34.784578894,31.237184403000104,0,עיר עתיקה,ההגנה,10.0,,חברון,3574
34.7925115190001,31.241776727000104,0,עיר עתיקה,"רמב""ם",15.0,,בית אפרים,3575
34.797479041,31.224969099000102,0,מחנה נתן,,0.0,,מחנה נתן,3576
34.797210428,31.280427512000102,0,רמות הרכס,נתן רוטנשטרייך,3.0,יגדיל תורה הקצאה,,3577
34.8072585080001,31.2832045650001,0,רמות,רחבעם זאבי,4.0,"חב""ד בהליך",,3578
34.807038176,31.273753556,0,רמות,בלוך רודולף,45.0,מקלט,,3579
34.806241566,31.2710282940001,0,רמות,ילין דוד,43.0,קול ברמה מקלט,,3580
34.7999329880001,31.281876213,0,רמות,גרינפלד,,"האר""י הקדוש",,3581
34.802427501000096,31.2875714090001,0,רמות,אשכולית,,שערי ניסים,,3582
